STUDENT NO.,Staff,LAST NAME,FIRST NAME,GENDER,DATE OF BIRTH,COUNTRY ORIGIN,COUNTRY,MOBILE,EMAIL,YEAR,STUDY LEVEL,POST GRAD.,FACULTY,COURSE,START DATE,END DATE,SESS START DATE,SESS END DATE,Length of talk (Mins),Tone or sentimental score,No. comunications, Prior awareness,No. questions student,No. questions VA,Lead Score
234,Blake,OBRIEN,Everett,M,30-10-98,United Arab Emirates,United Arab Emirates,97156187273,rafasgj@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
235,Jayleen,LAWSON,George,M,07-08-98,United Arab Emirates,United Arab Emirates,9.71549E+11,cisugrad@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
236,Braden,FRANKLIN,Eric,M,17-10-98,United Arab Emirates,United Arab Emirates,97152292890,qrczak@sbcglobal.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
237,Angelica,LYNCH,Ivan,M,24-07-98,Malizia ,United Arab Emirates,97156502163,fangorn@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
238,Corey,BISHOP,Emmett,M,03-06-98,Sudan ,United Arab Emirates,9.71546E+11,weidai@yahoo.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
239,Marilyn,CARR,Kaiden,M,12-10-98,Uganda,United Arab Emirates,9.71584E+11,amcuri@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
240,Kolton,SALAZAR,Ashton,M,07-12-97,Serbia,United Arab Emirates,9.71589E+11,hikoza@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
241,Viviana,AUSTIN,Khloe,F,02-12-98,Senegal ,United Arab Emirates,9.71568E+11,kspiteri@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
242,Gerardo,MENDEZ,Alexandra,F,06-08-97,Sinagpore ,United Arab Emirates,9.71585E+11,jgmyers@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
243,Francesca,GILBERT,Hadley,F,29-07-97,Sinagpore ,United Arab Emirates,97152278426,elmer@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
244,Ace,JENSEN,Eliana,F,14-05-98,Sinagpore ,United Arab Emirates,9.71505E+11,nogin@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
245,Juniper,WILLIAMSON,Kingston,M,03-12-98,Sinagpore ,United Arab Emirates,9.71505E+11,gknauss@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
246,Ellis,MONTGOMERY,Sophie,F,31-10-98,United Arab Emirates,United Arab Emirates,9.71524E+11,paulv@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
247,Malcolm,HARVEY,London,F,14-03-98,Serbia,United Arab Emirates,9.71523E+11,nighthawk@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
248,Tate,OLIVER,Jonah,M,20-04-98,Algeria,United Arab Emirates,9.71508E+11,nweaver@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
249,Carolina,HOWELL,Elena,F,14-11-97,United Arab Emirates,United Arab Emirates,9.71552E+11,kspiteri@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
250,Jazmin,DEAN,Jameson,M,17-10-00,United Arab Emirates,United Arab Emirates,9.71589E+11,curly@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
251,Emely,HANSON,Kimberly,F,05-11-99,United Arab Emirates,United Arab Emirates,9.71509E+11,vlefevre@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
252,Zachariah,WEBER,Kai,M,30-09-00,United Arab Emirates,United Arab Emirates,9.71547E+11,dkasak@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
253,Maliyah,GARRETT,Bailey,F,26-02-99,United Arab Emirates,United Arab Emirates,9.71582E+11,lbaxter@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
254,Chandler,SIMS,Maria,F,16-01-99,United Arab Emirates,United Arab Emirates,9.71557E+11,esokullu@aol.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
255,Cataleya,BURTON,Luna,F,18-02-00,United Arab Emirates,United Arab Emirates,9.71505E+11,uraeus@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
256,Milan,FULLER,Willow,F,13-05-00,United Arab Emirates,United Arab Emirates,9.71589E+11,dbanarse@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
257,Keith,SOTO,Jasmine,F,20-04-00,United Arab Emirates,United Arab Emirates,9.71559E+11,qmacro@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
258,Jillian,MCCOY,Maddox,M,06-06-00,United Arab Emirates,United Arab Emirates,9.71546E+11,vsprintf@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
259,Joy,WELCH,Timothy,M,28-09-99,United Arab Emirates,United Arab Emirates,9.71523E+11,specprog@yahoo.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,05-05-24,04-10-26,Spring,Winter,,,,,,,
260,Abby,CHEN,Kinsley,F,15-08-00,United Arab Emirates,United Arab Emirates,9.71543E+11,jonathan@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,05-05-24,04-10-26,Spring,Winter,,,,,,,
261,Malaysia,SCHULTZ,Ezekiel,M,05-09-99,United Arab Emirates,United Arab Emirates,9.71547E+11,sblack@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Cyber Security,05-05-24,04-10-26,Spring,Winter,,,,,,,
262,Nylah,WALTERS,Valentina,F,01-09-00,Tunisia ,United Arab Emirates,9.71526E+11,agolomsh@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
263,Sarai,REID,Ryker,M,29-12-99,Germany,United Arab Emirates,97155117031,kassiesa@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
264,Evelynn,FIELDS,Emmanuel,M,15-02-00,Tunisia ,United Arab Emirates,9.71544E+11,knorr@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
265,Danny,WALSH,Kayla,F,02-11-99,Germany,United Arab Emirates,9.71506E+11,magusnet@aol.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
266,Nia,LITTLE,Hayden,M,02-02-00,Belgium ,United Arab Emirates,9.71566E+11,nacho@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
267,Damon,FOWLER,Antonio,M,23-12-99,India ,United Arab Emirates,9.71589E+11,drezet@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
268,Zuri,BOWMAN,Delilah,F,17-06-00,Italy ,United Arab Emirates,9.71559E+11,nogin@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
269,Enrique,DAVIDSON,Andrea,F,31-05-00,Mexico,United Arab Emirates,9.71557E+11,sisyphus@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
270,Jonas,MAY,Bennett,M,29-12-99,Korea,United Arab Emirates,9.71543E+11,maikelnai@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
271,Addyson,DAY,Steven,M,19-11-00,Qatar,United Arab Emirates,9.71583E+11,helger@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
272,Kane,SCHNEIDER,Natalia,F,09-03-00,United Arab Emirates,United Arab Emirates,9.71559E+11,smeier@sbcglobal.net,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
273,Aleah,NEWMAN,Lauren,F,07-04-00,United Arab Emirates,United Arab Emirates,97158354900,mjewell@yahoo.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
274,Princeton,BREWER,Morgan,F,08-04-00,United Arab Emirates,United Arab Emirates,9.71588E+11,heckerman@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
275,Hugo,LUCAS,Rylee,F,13-06-00,United Arab Emirates,United Arab Emirates,9.71525E+11,microfab@sbcglobal.net,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
276,Kaia,HOLLAND,Richard,M,24-04-00,United Arab Emirates,United Arab Emirates,9.71569E+11,mthurn@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
277,Ronald,WONG,Sydney,F,07-02-00,United Arab Emirates,United Arab Emirates,97156646932,mccurley@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
278,Bristol,BANKS,Jude,M,24-04-99,Italy ,United Arab Emirates,9.71543E+11,unreal@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
279,Philip,SANTOS,Adalynn,F,09-07-00,Mexico,United Arab Emirates,9.71547E+11,ehood@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
280,Lorelei,CURTIS,Mary,F,14-01-00,India ,United Arab Emirates,97152407213,greear@sbcglobal.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
281,Jazmine,PEARSON,Luca,M,21-02-00,Algeria ,United Arab Emirates,9.71507E+11,wmszeliga@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
282,Maeve,DELGADO,Ximena,F,03-11-00,Lebabon ,United Arab Emirates,97154311499,fmtbebuck@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
283,Ibrahim,VALDEZ,Edward,M,07-07-00,Jordan ,United Arab Emirates,97158239926,wetter@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
284,Alejandra,PENA,Joel,M,07-06-00,Syria,United Arab Emirates,9.71586E+11,cantu@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
285,Justice,RIOS,Victor,M,29-09-99,Spain ,United Arab Emirates,9.71556E+11,dougj@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
286,Kayson,DOUGLAS,Miguel,M,20-06-99,Japan,United Arab Emirates,9.71586E+11,weazelman@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
287,Maximilian,SANDOVAL,Jade,F,29-02-00,Denmark,United Arab Emirates,97150993817,barlow@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
288,Lawson,BARRETT,Liliana,F,23-08-00,Madagascar,United Arab Emirates,9.71557E+11,bhima@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
289,Harvey,HOPKINS,Malachi,M,03-11-99,Nigera,United Arab Emirates,9.71562E+11,novanet@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
290,Julie,KELLER,King,M,28-10-99,Nigera,United Arab Emirates,9.71568E+11,seurat@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
291,Marlee,GUERRERO,Patrick,M,10-08-00,Nigera,United Arab Emirates,9.71557E+11,report@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
292,Phoenix,STANLEY,Brielle,F,22-04-00,Nigera,United Arab Emirates,9.71564E+11,teverett@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
293,Jimena,BATES,Kaleb,M,08-05-00,Pakistan,United Arab Emirates,9.71567E+11,jbailie@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
294,Albert,ALVARADO,Ivy,F,03-05-00,New Zealand,United Arab Emirates,97155712548,haddawy@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
295,Donald,BECK,Trinity,F,02-07-99,New Zealand,United Arab Emirates,9.71588E+11,peoplesr@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
296,Emmalyn,ORTEGA,Bryan,M,02-10-92,New Zealand,United Arab Emirates,9.71589E+11,muadip@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
297,Nayeli,WADE,Josephine,F,03-07-99,New Zealand,United Arab Emirates,9.71542E+11,hedwig@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
298,Ibrahim,ESTRADA,Alan,M,28-05-00,United Arab Emirates,United Arab Emirates,9.71567E+11,nicktrig@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
299,Alejandra,CONTRERAS,Adalyn,F,29-08-00,United Arab Emirates,United Arab Emirates,9.71583E+11,mkearl@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
300,Justice,BARNETT,Jocelyn,F,02-10-00,United Arab Emirates,United Arab Emirates,9.71554E+11,sinkou@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
301,Kayson,CALDWELL,Marcus,M,03-01-00,United Arab Emirates,United Arab Emirates,9.71589E+11,jfinke@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
302,Maximilian,SANTIAGO,Preston,M,13-01-00,United Arab Emirates,United Arab Emirates,9.71589E+11,stewwy@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
303,Lawson,LAMBERT,Abraham,M,22-02-00,United Arab Emirates,United Arab Emirates,9.71568E+11,staffelb@aol.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
304,Harvey,POWERS,Calvin,M,02-03-00,United Arab Emirates,United Arab Emirates,97158188309,jdhildeb@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
305,Julie,CHAMBERS,Colin,M,13-07-00,United Arab Emirates,United Arab Emirates,9.71562E+11,rddesign@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
306,Marlee,NUNEZ,Emery,F,18-03-00,United Arab Emirates,United Arab Emirates,9.71582E+11,mhanoh@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
307,Phoenix,CRAIG,Adeline,F,09-07-00,United Arab Emirates,United Arab Emirates,9.71557E+11,nweaver@yahoo.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
308,Jimena,LEONARD,Bradley,M,10-09-00,United Arab Emirates,United Arab Emirates,9.71506E+11,leakin@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
309,Albert,LOWE,Jeremy,M,29-10-00,United Arab Emirates,United Arab Emirates,9.71565E+11,jusdisgi@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
310,Donald,RHODES,Kyle,M,25-05-00,United Arab Emirates,United Arab Emirates,97158903387,haddawy@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
311,Emmalyn,BYRD,Graham,M,05-07-99,United Arab Emirates,United Arab Emirates,9.71588E+11,tbmaddux@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
312,Nayeli,GREGORY,Jordyn,F,31-03-99,United Arab Emirates,United Arab Emirates,97158167981,techie@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
313,Luciana,SHELTON,Grant,M,02-12-99,United Arab Emirates,United Arab Emirates,9.71561E+11,fglock@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
314,Aubrie,FRAZIER,Ariel,F,25-10-99,United Arab Emirates,United Arab Emirates,9715569995,djupedal@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
315,Janelle,BECKER,Jesse,M,27-08-00,United Arab Emirates,United Arab Emirates,9.71502E+11,mhanoh@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
316,Dillon,MALDONADO,Kaden,M,28-05-00,Sweden ,United Arab Emirates,9.71544E+11,payned@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
317,Madisyn,FLEMING,Everly,F,12-10-00,Italy,United Arab Emirates,9.71553E+11,grolschie@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
318,Brylee,VEGA,Alejandro,M,04-08-00,Ireland,United Arab Emirates,9.71545E+11,dimensio@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
319,Leighton,SUTTON,Lilly,F,17-08-99,Brazil,United Arab Emirates,9.71509E+11,mobileip@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
320,Ryan,COHEN,Oscar,M,02-10-00,China,United Arab Emirates,9.71583E+11,milton@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
321,Brock,JENNINGS,Paige,F,12-05-00,Colombia,United Arab Emirates,9.71505E+11,phish@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
322,Amari,PARKS,Jase,M,28-06-00,Cuba,United Arab Emirates,9.71559E+11,jorgb@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
323,Eve,MCDANIEL,Karter,M,12-01-00,Canada,United Arab Emirates,9.71569E+11,laird@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
324,Millie,WATTS,Isla,F,17-12-99,Canada,United Arab Emirates,9.71582E+11,petersko@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
325,Landyn,BARKER,Lyla,F,16-04-00,Italy,United Arab Emirates,9.71587E+11,lahvak@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
326,Mohamed,NORRIS,Maverick,M,23-11-00,Lebabon ,United Arab Emirates,9.71581E+11,larry@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
327,Kelly,VAUGHN,Aidan,M,22-05-00,Jordan ,United Arab Emirates,9.71524E+11,tromey@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
328,Selah,VAZQUEZ,Makayla,F,04-07-99,Syria,United Arab Emirates,9.71553E+11,sharon@hotmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
329,Lacey,HOLT,Molly,F,26-03-99,Spain ,United Arab Emirates,9.71548E+11,terjesa@icloud.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
330,Willa,SCHWARTZ,Tucker,M,20-08-00,Japan,United Arab Emirates,9.71581E+11,konst@hotmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
331,Brycen,STEELE,Emilia,F,03-04-00,Turkmenistan,United Arab Emirates,97156535622,cameron@att.net,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
332,Haylee,BENSON,Avery,M,05-10-00,Uganda,United Arab Emirates,9.71503E+11,syrinx@live.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
333,Deacon,NEAL,Amir,M,28-08-00,Ukraine,United Arab Emirates,9.71568E+11,mcrawfor@sbcglobal.net,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
334,Jaylah,DOMINGUEZ,Brian,M,17-01-00,United Arab Emirates,United Arab Emirates,9.71565E+11,frederic@gmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
335,Colby,HORTON,Mya,F,19-01-00,United Kingdom,United Arab Emirates,97154276905,ramollin@hotmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
336,Alec,TERRY,Kendall,F,25-09-00,United States of America,United Arab Emirates,9.71545E+11,maneesh@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
337,Julio,WOLFE,Iker,M,03-06-00,Uruguay,United Arab Emirates,97154297282,sinkou@live.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
338,Scott,HALE,Melody,F,25-03-00,Uzbekistan,United Arab Emirates,9.71582E+11,yxing@me.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
339,Matias,LYONS,Matteo,M,13-05-00,"Venezuela, Bolivarian Republic of",United Arab Emirates,9.71521E+11,agapow@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,04-10-26,Autumn,Spring,,,,,,,
340,Sullivan,GRAVES,Isabel,F,24-09-00,China,United Arab Emirates,9.71567E+11,cosimo@live.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
341,Sylvia,HAYNES,Brooke,F,02-07-00,India,United Arab Emirates,9.71589E+11,william@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
342,Millie,MILES,Caden,M,31-07-99,United States,United Arab Emirates,97150991835,roamer@outlook.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
343,Landyn,PARK,Zayden,M,05-03-00,Indonesia,United Arab Emirates,9.71545E+11,jmcnamara@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
344,Mohamed,WARNER,Mckenzie,F,04-09-00,Brazil,United Arab Emirates,9.71526E+11,lstein@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
345,Kelly,PADILLA,Nicole,F,02-12-99,Pakistan,United Arab Emirates,97158414922,crimsane@mac.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
346,Selah,BUSH,Payton,F,26-07-00,Nigeria,United Arab Emirates,9.71587E+11,chronos@comcast.net,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
347,Lacey,THORNTON,Margaret,F,20-01-00,Bangladesh,United Arab Emirates,9.71526E+11,linuxhack@gmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
